x,y,z,nx,ny,nz
329.2793933105469,160.416689453125,31.756053924560543,-0.0883741584317653,-0.13634872232647427,-0.9867112211997066
50.897744293212895,35.01173034667969,31.68569564819336,-0.5994159135879964,0.7966903663341347,-0.0773629286405931
343.054208984375,190.11350219726563,32.37202835083008,-0.3287178973765982,0.215369514080875,0.9195436457008858
6.110231761932373,196.8636315917969,32.4845085144043,0.6979971504611096,0.009694472584622901,-0.7160349119627318
219.3306475830078,235.0954180908203,32.41201400756836,-0.06517173675701246,0.15110998257753394,-0.9863662696450504
310.9258874511719,235.55576904296876,32.016456604003906,-0.25378497397658495,-0.4478157516056023,0.8573530425662544
29.847251892089844,59.65460754394532,31.5324764251709,0.025918324672002557,-0.11791372228742697,-0.9926855466574098
16.059559783935548,77.5729116821289,31.52302932739258,-0.11886112958996775,-0.9548025338341857,0.27244110052709697
104.40726745605468,112.24831756591797,31.82212829589844,-0.29040366105932247,-0.3307321233311994,0.8979320554697771
341.95126464843753,114.26536590576173,31.48042869567871,-0.3779370372895894,-0.30521743688376407,0.874074317244748
144.01123474121096,124.7605828857422,31.49560546875,-0.0,-0.0,-1.0
229.97452087402345,156.48559020996095,31.60803985595703,-0.3470573206968803,0.1812779631300572,0.9201573323264454
311.06447143554686,162.83976135253906,31.694869995117188,-0.331218917998529,-0.29393646390411926,0.8966021322456391
328.1977868652344,166.52113708496094,31.480852127075195,-0.7569553869541633,-0.16990810096909864,0.6309911088011838
356.5,189.52,31.5,-0.9141042867134037,0.0758257859995336,-0.39832625219753237
32.475581665039066,189.47264953613282,31.53904724121094,-0.6349743432836845,-0.44881893426268377,-0.6287838639936322
328.555,194.465,31.5,-0.9295371486148437,-0.3503559194619549,-0.11494093719364763
344.2215319824219,195.18205139160156,31.97231674194336,-0.26169907263440984,0.05535841516594195,0.9635606059053082
98.65963989257813,196.73866455078127,31.56664276123047,-0.4700626967364062,-0.6418146608439547,0.6059001586587159
341.060576171875,201.2541131591797,31.793088912963864,-0.07550637777236073,0.15861751868133672,-0.9844487135869868
162.15,207.69,32.0,-0.07298031239295956,-0.31633619896613435,-0.9458357591181908
333.6058190917969,212.08292419433596,31.50420570373535,0.1989087784931136,-0.24620540596996687,-0.9485874740420839
74.03563690185547,212.99513305664064,32.632911682128906,0.08537551025502571,0.019419212296594053,-0.9961595838230308
282.90000000000003,220.57000000000002,31.5,0.4778378690875454,-0.8064358250995214,-0.34832776355313383
218.4650030517578,225.53249145507814,31.639129638671875,-0.9004510515394383,-0.070123944325718,-0.42926744136228606
24.423768997192386,227.3529083251953,31.571765899658203,0.2594473910991252,-0.9219653640403531,0.2875185537696594
261.74,229.54000000000002,31.5,-0.2140729955047288,-0.028671655815112725,-0.9763967885795471
304.7264721679688,230.0868536376953,31.51833724975586,-0.13559180895916836,0.023537220131678645,0.990485164256211
179.17000000000002,233.22,31.5,0.22185602781713104,-0.17871153560679226,-0.9585625122871573
305.2876025390625,234.8416796875,31.48399353027344,-0.03240366739025462,-0.478778848434962,0.8773373448286318
234.08519531250002,237.50071777343751,32.92388153076172,-0.02489113746517496,-0.9996469771410614,0.009292597507061413
123.05000000000001,239.20000000000002,31.5,-0.05047212742316697,-0.9890970971947619,0.1383455697674306
182.58831604003908,239.2567138671875,31.59919548034668,-0.408295508599294,-0.12950357784618852,0.9036169547892954
